ID,Title,Subtitle,Genre,Popular,Recommended,Searchterms,Key,Year,Catalogue,Instruments,Movements,Description
9523,"Gedenke doch, mein Geist, BWV.509",,Vocal,0,0,,,,509,,,"The title Notebook for Anna Magdalena Bach (German: Notenbüchlein für Anna Magdalena Bach) refers to either of two manuscript notebooks that the German Baroque composer Johann Sebastian Bach presented to his second wife, Anna Magdalena. Keyboard music (minuets, rondeaux, polonaises, chorales, sonatas, preludes, musettes, marches, gavottes) makes up most of both notebooks, and a few pieces for voice (songs, and arias) are included."
10024,"Gelobet seist du, Jesu Christ, BWV.314",,Vocal,0,0,,,,314,,,"""Gelobet seist du, Jesu Christ"" (""Praise be to You, Jesus Christ"") is a Lutheran hymn, written by Martin Luther in 1524. It was first published in 1524 in the Eyn geystlich Gesangk Buchleyn. For centuries the chorale has been the prominent hymn (Hauptlied) for Christmas Day in German speaking Lutheranism, but has also been used in different translations internationally. It has appeared in hymnals of various denominations including the Catholic Church."
10121,"Gelobet seist du, Jesu Christ, BWV.604",,Keyboard,0,0,,,,604,,,"The Orgelbüchlein (Little Organ Book) BWV 599−644 is a set of 46 chorale preludes for organ – one of them is given in two versions – by Johann Sebastian Bach. All but three were written between 1708 and 1717 when Bach served as organist to the ducal court in Weimar; the remainder and a short two-bar fragment came no earlier than 1726, after the composer’s appointment as cantor at the Thomasschule in Leipzig."
9278,"Gelobet seist du, Jesu Christ, BWV.697",,Keyboard,0,0,,,,697,,,
9464,"Gelobet seist du, Jesu Christ, BWV.722",,Keyboard,0,0,,,,722,,,
9902,"Gelobet seist du, Jesu Christ, BWV.722; Gelobet seist du, Jesu Christ, BWV.723",,Keyboard,0,0,,,,722,,,
9812,"Gib dich zufrieden und sei stille, BWV.315",,Vocal,0,0,,,,315,,,"Johann Sebastian Bach's chorale harmonisations, alternatively named four-part chorales, are Lutheran hymn settings that characteristically conform to the following:"
9668,"Gib dich zufrieden und sei stille, BWV.511",,Vocal,0,0,,,,511,,,"The title Notebook for Anna Magdalena Bach (German: Notenbüchlein für Anna Magdalena Bach) refers to either of two manuscript notebooks that the German Baroque composer Johann Sebastian Bach presented to his second wife, Anna Magdalena. Keyboard music (minuets, rondeaux, polonaises, chorales, sonatas, preludes, musettes, marches, gavottes) makes up most of both notebooks, and a few pieces for voice (songs, and arias) are included."
9576,"Gib dich zufrieden und sei stille, BWV.512",,Vocal,0,0,,,,512,,,"The title Notebook for Anna Magdalena Bach (German: Notenbüchlein für Anna Magdalena Bach) refers to either of two manuscript notebooks that the German Baroque composer Johann Sebastian Bach presented to his second wife, Anna Magdalena. Keyboard music (minuets, rondeaux, polonaises, chorales, sonatas, preludes, musettes, marches, gavottes) makes up most of both notebooks, and a few pieces for voice (songs, and arias) are included."
9903,"Gieb dich zufrieden und sei stille, BWV.460",,Vocal,0,0,,,,460,,,"Songs and arias by Johann Sebastian Bach are compositions listed in Chapter 6 of the Bach-Werke-Verzeichnis (BWV 439–524), which also includes the Quodlibet.&#91;1&#93; Most of the songs and arias included in this list are set for voice and continuo. Most of them are also spiritual, i.e. hymn settings, although a few have a worldly theme. The best known of these, ""Bist du bei mir"", was however not composed by Bach."
10074,"Goldberg Variations, BWV.988 ",,Keyboard,0,0,,,,988,,,"The Goldberg Variations (988, is a musical composition for keyboard by Johann Sebastian Bach, consisting of an aria and a set of thirty variations. First published in 1741, it is named after Johann Gottlieb Goldberg, who may also have been the first performer of the work."
10011,"Gott, der du selber bist das Licht, BWV.316",,Vocal,0,0,,,,316,,,"Johann Sebastian Bach's chorale harmonisations, alternatively named four-part chorales, are Lutheran hymn settings that characteristically conform to the following:"
9586,"Gott, durch deine Güte, BWV.724",,Keyboard,0,0,,,,724,,,
9725,"Gott, wie gross ist deine Güte, BWV.462",,Vocal,0,0,,,,462,,,"Songs and arias by Johann Sebastian Bach are compositions listed in Chapter 6 of the Bach-Werke-Verzeichnis (BWV 439–524), which also includes the Quodlibet.&#91;1&#93; Most of the songs and arias included in this list are set for voice and continuo. Most of them are also spiritual, i.e. hymn settings, although a few have a worldly theme. The best known of these, ""Bist du bei mir"", was however not composed by Bach."
9201,"Gott der Vater wohn uns bei, BWV.317",,Vocal,0,0,,,,317,,,"Johann Sebastian Bach's chorale harmonisations, alternatively named four-part chorales, are Lutheran hymn settings that characteristically conform to the following:"
9443,"Gott durch deine Güte, BWV.600",,Keyboard,0,0,,,,600,,,"The Orgelbüchlein (Little Organ Book) BWV 599−644 is a set of 46 chorale preludes for organ – one of them is given in two versions – by Johann Sebastian Bach. All but three were written between 1708 and 1717 when Bach served as organist to the ducal court in Weimar; the remainder and a short two-bar fragment came no earlier than 1726, after the composer’s appointment as cantor at the Thomasschule in Leipzig."
9185,"Gottes Sohn ist gekommen, BWV.703",,Keyboard,0,0,,,,703,,,
9105,"Gottes Sohn ist kommen, BWV.318",,Vocal,0,0,,,,318,,,"Johann Sebastian Bach's chorale harmonisations, alternatively named four-part chorales, are Lutheran hymn settings that characteristically conform to the following:"
9641,"Gott has das Evangelium, BWV.319",,Vocal,0,0,,,,319,,,"Johann Sebastian Bach's chorale harmonisations, alternatively named four-part chorales, are Lutheran hymn settings that characteristically conform to the following:"
9752,"Gott ist mein Heil, mein Hilf und Trost, BWV.1106",,Keyboard,0,0,,,,1106,,,"The Neumeister Collection is a compilation of 82 chorale preludes found in a manuscript copy produced by Johann Gottfried Neumeister (1757–1840). When the manuscript was rediscovered at Yale University in the 1980s it appeared to contain 31 previously unknown early chorale settings by Johann Sebastian Bach, which were added to the BWV catalogue as Nos.&#160;1090–1120, and published in 1985."
9996,"Gott lebet noch, BWV.461",,Vocal,0,0,,,,461,,,"Songs and arias by Johann Sebastian Bach are compositions listed in Chapter 6 of the Bach-Werke-Verzeichnis (BWV 439–524), which also includes the Quodlibet.&#91;1&#93; Most of the songs and arias included in this list are set for voice and continuo. Most of them are also spiritual, i.e. hymn settings, although a few have a worldly theme. The best known of these, ""Bist du bei mir"", was however not composed by Bach."
9363,"Gottlob, es geht nunmehr zu Ende, BWV.321",,Vocal,0,0,,,,321,,,"Johann Sebastian Bach's chorale harmonisations, alternatively named four-part chorales, are Lutheran hymn settings that characteristically conform to the following:"
9133,"Gott sei gelobet und gebenedeiet, BWV.322",,Vocal,0,0,,,,322,,,"Johann Sebastian Bach's chorale harmonisations, alternatively named four-part chorales, are Lutheran hymn settings that characteristically conform to the following:"
9926,"Gott sei uns gnadig und barmherzig, BWV.323",,Vocal,0,0,,,,323,,,"Johann Sebastian Bach's chorale harmonisations, alternatively named four-part chorales, are Lutheran hymn settings that characteristically conform to the following:"
9463,"Harpsichord Sonata in A minor, BWV.967",,Keyboard,0,0,,,,967,,,
9619,"Harpsichord Sonata in C major, BWV.966",,Keyboard,0,0,,,,966,,,
10206,"Harpsichord Sonata in D major, BWV.963",,Keyboard,0,0,,,,963,,,
9218,"Heilig, heilig, BWV.325",,Vocal,0,0,,,,325,,,"Most of Johann Sebastian Bach's extant church music in Latin—settings of (parts of) the Mass ordinary and of the Magnificat canticle—dates from his Leipzig period (1723–50). Bach started to assimilate and expand compositions on a Latin text by other composers before his tenure as Thomaskantor in Leipzig, and he continued to do so after he had taken up that post. The text of some of these examples by other composers was a mixture of German and &#91;scores&#93;.&#91;1&#93;"
9431,"Helft mir Gottes Güte preisen, BWV.613",,Keyboard,0,0,,,,613,,,"The Orgelbüchlein (Little Organ Book) BWV 599−644 is a set of 46 chorale preludes for organ – one of them is given in two versions – by Johann Sebastian Bach. All but three were written between 1708 and 1717 when Bach served as organist to the ducal court in Weimar; the remainder and a short two-bar fragment came no earlier than 1726, after the composer’s appointment as cantor at the Thomasschule in Leipzig."
9244,"Helft mit Gotts Gute preisen, BWV.613; Das alte Jahr vergangen ist, BWV.614; In dir ist Freude, BWV.615",,Keyboard,0,0,,,,613,,,"The Orgelbüchlein (Little Organ Book) BWV 599−644 is a set of 46 chorale preludes for organ – one of them is given in two versions – by Johann Sebastian Bach. All but three were written between 1708 and 1717 when Bach served as organist to the ducal court in Weimar; the remainder and a short two-bar fragment came no earlier than 1726, after the composer’s appointment as cantor at the Thomasschule in Leipzig."
9696,"Herr, ich denk an jene Zeit, BWV.329",,Vocal,0,0,,,,329,,,"Johann Sebastian Bach's chorale harmonisations, alternatively named four-part chorales, are Lutheran hymn settings that characteristically conform to the following:"
9520,"Herr, ich habe missgehandelt, BWV.330",,Vocal,0,0,,,,330,,,"Johann Sebastian Bach's chorale harmonisations, alternatively named four-part chorales, are Lutheran hymn settings that characteristically conform to the following:"
9189,"Herr, ich nabe missgehandelt, BWV.331",,Vocal,0,0,,,,331,,,"Johann Sebastian Bach's chorale harmonisations, alternatively named four-part chorales, are Lutheran hymn settings that characteristically conform to the following:"
9760,"Herr, nicht schicke deine Rache, BWV.463",,Vocal,0,0,,,,463,,,"Songs and arias by Johann Sebastian Bach are compositions listed in Chapter 6 of the Bach-Werke-Verzeichnis (BWV 439–524), which also includes the Quodlibet.&#91;1&#93; Most of the songs and arias included in this list are set for voice and continuo. Most of them are also spiritual, i.e. hymn settings, although a few have a worldly theme. The best known of these, ""Bist du bei mir"", was however not composed by Bach."
9198,"Herr, nun lass in Friede, BWV.337",,Vocal,0,0,,,,337,,,"Johann Sebastian Bach's chorale harmonisations, alternatively named four-part chorales, are Lutheran hymn settings that characteristically conform to the following:"
9511,"Herr, straf mich nicht in deinem Zorn, BWV.338",,Vocal,0,0,,,,338,,,"Johann Sebastian Bach's chorale harmonisations, alternatively named four-part chorales, are Lutheran hymn settings that characteristically conform to the following:"
9612,"Herr, wie du willt, so schick's mit mir, BWV.339",,Vocal,0,0,,,,339,,,"Johann Sebastian Bach's chorale harmonisations, alternatively named four-part chorales, are Lutheran hymn settings that characteristically conform to the following:"
9343,"Herr Christ, der einig Gottes Sohn ",,Keyboard,0,0,,,,,,,
9735,"Herr Christ, der einig Gottes Sohn, BWV.601",,Keyboard,0,0,,,,601,,,"The Orgelbüchlein (Little Organ Book) BWV 599−644 is a set of 46 chorale preludes for organ – one of them is given in two versions – by Johann Sebastian Bach. All but three were written between 1708 and 1717 when Bach served as organist to the ducal court in Weimar; the remainder and a short two-bar fragment came no earlier than 1726, after the composer’s appointment as cantor at the Thomasschule in Leipzig."
9564,"Herr Christ, der einig Gottes Sohn, BWV.698",,Keyboard,0,0,,,,698,,,
9717,"Herr Gott, dich loben alle wir, BWV.326",,Vocal,0,0,,,,326,,,"Johann Sebastian Bach's chorale harmonisations, alternatively named four-part chorales, are Lutheran hymn settings that characteristically conform to the following:"
9565,"Herr Gott, dich loben wir, BWV.328",,Vocal,0,0,,,,328,,,"Johann Sebastian Bach's chorale harmonisations, alternatively named four-part chorales, are Lutheran hymn settings that characteristically conform to the following:"
9631,"Herr Gott, dich loben wir, BWV.373",,Vocal,0,0,,,,373,,,"Johann Sebastian Bach's chorale harmonisations, alternatively named four-part chorales, are Lutheran hymn settings that characteristically conform to the following:"
10075,"Herr Gott, dich loben wir, BWV.725",,Keyboard,0,0,,,,725,,,
9095,"Herr Gott, nun schleuss den Himmel auf, BWV.617",,Keyboard,0,0,,,,617,,,"The Orgelbüchlein (Little Organ Book) BWV 599−644 is a set of 46 chorale preludes for organ – one of them is given in two versions – by Johann Sebastian Bach. All but three were written between 1708 and 1717 when Bach served as organist to the ducal court in Weimar; the remainder and a short two-bar fragment came no earlier than 1726, after the composer’s appointment as cantor at the Thomasschule in Leipzig."
9671,"Herr Gott, nun schleuss den Himmel auf, BWV.1092",,Keyboard,0,0,,,,1092,,,"The Neumeister Collection is a compilation of 82 chorale preludes found in a manuscript copy produced by Johann Gottfried Neumeister (1757–1840). When the manuscript was rediscovered at Yale University in the 1980s it appeared to contain 31 previously unknown early chorale settings by Johann Sebastian Bach, which were added to the BWV catalogue as Nos.&#160;1090–1120, and published in 1985."
9638,"Herr Jesu Christ, dich zu uns wend, BWV.332",,Vocal,0,0,,,,332,,,"Johann Sebastian Bach's chorale harmonisations, alternatively named four-part chorales, are Lutheran hymn settings that characteristically conform to the following:"
10204,"Herr Jesu Christ, dich zu uns wend, BWV.632",,Keyboard,0,0,,,,632,,,"The Orgelbüchlein (Little Organ Book) BWV 599−644 is a set of 46 chorale preludes for organ – one of them is given in two versions – by Johann Sebastian Bach. All but three were written between 1708 and 1717 when Bach served as organist to the ducal court in Weimar; the remainder and a short two-bar fragment came no earlier than 1726, after the composer’s appointment as cantor at the Thomasschule in Leipzig."
9827,"Herr Jesu Christ, dich zu uns wend, BWV.709",,Keyboard,0,0,,,,709,,,
9745,"Herr Jesu Christ, dich zu uns wend, BWV.726",,Keyboard,0,0,,,,726,,,
9388,"Herr Jesu Christ, dich zu uns wend, BWV.749",,Keyboard,0,0,,,,749,,,
9814,"Herr Jesu Christ, du hast bereit't, BWV.333",,Vocal,0,0,,,,333,,,"Johann Sebastian Bach's chorale harmonisations, alternatively named four-part chorales, are Lutheran hymn settings that characteristically conform to the following:"
9298,"Herr Jesu Christ, du höchstes Gut, BWV.1114",,Keyboard,0,0,,,,1114,,,"The Neumeister Collection is a compilation of 82 chorale preludes found in a manuscript copy produced by Johann Gottfried Neumeister (1757–1840). When the manuscript was rediscovered at Yale University in the 1980s it appeared to contain 31 previously unknown early chorale settings by Johann Sebastian Bach, which were added to the BWV catalogue as Nos.&#160;1090–1120, and published in 1985."
9426,"Herr Jesu Christ, mein's Lebens Licht, BWV.335",,Vocal,0,0,,,,335,,,"Johann Sebastian Bach's chorale harmonisations, alternatively named four-part chorales, are Lutheran hymn settings that characteristically conform to the following:"
9851,"Herr Jesu Christ, meins Lebens Licht, BWV.750",,Keyboard,0,0,,,,750,,,
9371,"Herr Jesu Christ, wah'r Mensch und Gott ",,Keyboard,0,0,,,,,,,
9793,"Herr Jesu Christ, wah'r Mensch und Gott ",,Keyboard,0,0,,,,,,,
10181,"Herr Jesu Christ, wah'r Mensch und Gott ",,Keyboard,0,0,,,,,,,
9783,"Herr Jesu Christ, wahr Mensch und Gott, BWV.336",,Vocal,0,0,,,,336,,,"Johann Sebastian Bach's chorale harmonisations, alternatively named four-part chorales, are Lutheran hymn settings that characteristically conform to the following:"
10077,"Herzlich lieb hab ich dich, o Herr, BWV.1115",,Keyboard,0,0,,,,1115,,,"The Neumeister Collection is a compilation of 82 chorale preludes found in a manuscript copy produced by Johann Gottfried Neumeister (1757–1840). When the manuscript was rediscovered at Yale University in the 1980s it appeared to contain 31 previously unknown early chorale settings by Johann Sebastian Bach, which were added to the BWV catalogue as Nos.&#160;1090–1120, and published in 1985."
10086,"Herzlich tut mich verlangen, BWV.727",,Keyboard,0,0,,,,727,,,
10144,"Herzliebster Jesu, was hast du verbrochen, BWV.1093",,Keyboard,0,0,,,,1093,,,"The Neumeister Collection is a compilation of 82 chorale preludes found in a manuscript copy produced by Johann Gottfried Neumeister (1757–1840). When the manuscript was rediscovered at Yale University in the 1980s it appeared to contain 31 previously unknown early chorale settings by Johann Sebastian Bach, which were added to the BWV catalogue as Nos.&#160;1090–1120, and published in 1985."
9569,"Heut ist, o Mensch, ein grosser Trauertag, BWV.341",,Vocal,0,0,,,,341,,,"Johann Sebastian Bach's chorale harmonisations, alternatively named four-part chorales, are Lutheran hymn settings that characteristically conform to the following:"
9630,"Heut triumphieret Gottes Sohn, BWV.342",,Vocal,0,0,,,,342,,,"Johann Sebastian Bach's chorale harmonisations, alternatively named four-part chorales, are Lutheran hymn settings that characteristically conform to the following:"
9356,"Heut triumphieret Gottes Sohn, BWV.630",,Keyboard,0,0,,,,630,,,"The Orgelbüchlein (Little Organ Book) BWV 599−644 is a set of 46 chorale preludes for organ – one of them is given in two versions – by Johann Sebastian Bach. All but three were written between 1708 and 1717 when Bach served as organist to the ducal court in Weimar; the remainder and a short two-bar fragment came no earlier than 1726, after the composer’s appointment as cantor at the Thomasschule in Leipzig."
9714,"Hift, Herr Jesu, lass gelingen, BWV.344",,Vocal,0,0,,,,344,,,"Johann Sebastian Bach's chorale harmonisations, alternatively named four-part chorales, are Lutheran hymn settings that characteristically conform to the following:"
9461,"Hilf, Gott, lass mir's gelingen, BWV.343",,Vocal,0,0,,,,343,,,"Johann Sebastian Bach's chorale harmonisations, alternatively named four-part chorales, are Lutheran hymn settings that characteristically conform to the following:"
10236,"Hilf Gott, dass mir's gelinge, BWV.624",,Keyboard,0,0,,,,624,,,"The Orgelbüchlein (Little Organ Book) BWV 599−644 is a set of 46 chorale preludes for organ – one of them is given in two versions – by Johann Sebastian Bach. All but three were written between 1708 and 1717 when Bach served as organist to the ducal court in Weimar; the remainder and a short two-bar fragment came no earlier than 1726, after the composer’s appointment as cantor at the Thomasschule in Leipzig."
10227,"Ich bin ja, Herr, in deiner Macht, BWV.345",,Vocal,0,0,,,,345,,,"Johann Sebastian Bach's chorale harmonisations, alternatively named four-part chorales, are Lutheran hymn settings that characteristically conform to the following:"
9452,"Ich bin ja, Herr, in deiner Macht, BWV.464",,Vocal,0,0,,,,464,,,"Songs and arias by Johann Sebastian Bach are compositions listed in Chapter 6 of the Bach-Werke-Verzeichnis (BWV 439–524), which also includes the Quodlibet.&#91;1&#93; Most of the songs and arias included in this list are set for voice and continuo. Most of them are also spiritual, i.e. hymn settings, although a few have a worldly theme. The best known of these, ""Bist du bei mir"", was however not composed by Bach."
10036,"Ich dank dir, Gott, fur all Wohltat, BWV.346",,Vocal,0,0,,,,346,,,"Johann Sebastian Bach's chorale harmonisations, alternatively named four-part chorales, are Lutheran hymn settings that characteristically conform to the following:"
9445,"Ich dank dir schon durch deinen Sohn, BWV.349",,Vocal,0,0,,,,349,,,"Johann Sebastian Bach's chorale harmonisations, alternatively named four-part chorales, are Lutheran hymn settings that characteristically conform to the following:"
9990,"Ich danke dir, lieber Herre, BWV.347; Ich dank dir, lieber Herre, BWV.348",,Vocal,0,0,,,,347,,,"Johann Sebastian Bach's chorale harmonisations, alternatively named four-part chorales, are Lutheran hymn settings that characteristically conform to the following:"
9224,"Ich danke dir, o Gott, in deinem Throne, BWV.350",,Vocal,0,0,,,,350,,,"Johann Sebastian Bach's chorale harmonisations, alternatively named four-part chorales, are Lutheran hymn settings that characteristically conform to the following:"
9370,"Ich dich hab ich gehoffet, Herr, BWV.640",,Keyboard,0,0,,,,640,,,"The Orgelbüchlein (Little Organ Book) BWV 599−644 is a set of 46 chorale preludes for organ – one of them is given in two versions – by Johann Sebastian Bach. All but three were written between 1708 and 1717 when Bach served as organist to the ducal court in Weimar; the remainder and a short two-bar fragment came no earlier than 1726, after the composer’s appointment as cantor at the Thomasschule in Leipzig."
9706,"Ich freue mich in dir, BWV.465",,Vocal,0,0,,,,465,,,"Songs and arias by Johann Sebastian Bach are compositions listed in Chapter 6 of the Bach-Werke-Verzeichnis (BWV 439–524), which also includes the Quodlibet.&#91;1&#93; Most of the songs and arias included in this list are set for voice and continuo. Most of them are also spiritual, i.e. hymn settings, although a few have a worldly theme. The best known of these, ""Bist du bei mir"", was however not composed by Bach."
10032,"Ich hab mein Sach Gott heimgestellt, BWV.707",,Keyboard,0,0,,,,707,,,
10015,"Ich hab mein Sach Gott heimgestellt, BWV.708",,Keyboard,0,0,,,,708,,,
9623,"Ich hab mein Sach Gott heimgestellt, BWV.1113",,Keyboard,0,0,,,,1113,,,"The Neumeister Collection is a compilation of 82 chorale preludes found in a manuscript copy produced by Johann Gottfried Neumeister (1757–1840). When the manuscript was rediscovered at Yale University in the 1980s it appeared to contain 31 previously unknown early chorale settings by Johann Sebastian Bach, which were added to the BWV catalogue as Nos.&#160;1090–1120, and published in 1985."
10161,"Ich halte treulich still, BWV.466",,Vocal,0,0,,,,466,,,"Songs and arias by Johann Sebastian Bach are compositions listed in Chapter 6 of the Bach-Werke-Verzeichnis (BWV 439–524), which also includes the Quodlibet.&#91;1&#93; Most of the songs and arias included in this list are set for voice and continuo. Most of them are also spiritual, i.e. hymn settings, although a few have a worldly theme. The best known of these, ""Bist du bei mir"", was however not composed by Bach."
9505,"Ich lass' dich nicht, BWV.467",,Vocal,0,0,,,,467,,,"Songs and arias by Johann Sebastian Bach are compositions listed in Chapter 6 of the Bach-Werke-Verzeichnis (BWV 439–524), which also includes the Quodlibet.&#91;1&#93; Most of the songs and arias included in this list are set for voice and continuo. Most of them are also spiritual, i.e. hymn settings, although a few have a worldly theme. The best known of these, ""Bist du bei mir"", was however not composed by Bach."
9571,"Ich lasse dich nicht, du segnest mich denn, BWV.Anh.159 ",,Vocal,0,0,,,,,,,
9979,"Ich liebe Jesum alle Stund, BWV.468",,Vocal,0,0,,,,468,,,"Songs and arias by Johann Sebastian Bach are compositions listed in Chapter 6 of the Bach-Werke-Verzeichnis (BWV 439–524), which also includes the Quodlibet.&#91;1&#93; Most of the songs and arias included in this list are set for voice and continuo. Most of them are also spiritual, i.e. hymn settings, although a few have a worldly theme. The best known of these, ""Bist du bei mir"", was however not composed by Bach."
10025,"Ich ruf zu dir, Herr Jesu Christ ",,Keyboard,0,0,,,,,,,
9709,"Ich ruf zu dir, Herr Jesu Christ ",,Keyboard,0,0,,,,,,,
9132,"Ich ruf zu dir, Herr Jesu Christ, BWV.639",,Keyboard,0,0,,,,639,,,"The Orgelbüchlein (Little Organ Book) BWV 599−644 is a set of 46 chorale preludes for organ – one of them is given in two versions – by Johann Sebastian Bach. All but three were written between 1708 and 1717 when Bach served as organist to the ducal court in Weimar; the remainder and a short two-bar fragment came no earlier than 1726, after the composer’s appointment as cantor at the Thomasschule in Leipzig."
10066,"Ich ruf zu dir, Herr Jesu Christ, BWV.639; In dich hab ich gehoffet, Herr, BWV.640; Wenn wir in hochsten Noten sein, BWV.641",,Keyboard,0,0,,,,639,,,"The Orgelbüchlein (Little Organ Book) BWV 599−644 is a set of 46 chorale preludes for organ – one of them is given in two versions – by Johann Sebastian Bach. All but three were written between 1708 and 1717 when Bach served as organist to the ducal court in Weimar; the remainder and a short two-bar fragment came no earlier than 1726, after the composer’s appointment as cantor at the Thomasschule in Leipzig."
9751,"Ich steh an deiner Krippen hier, BWV.469",,Vocal,0,0,,,,469,,,"""Ich steh an deiner Krippen hier"" (I stand by your manger here) is a German Christmas hymn, with lyrics by Paul Gerhardt which were first published in 1653. It was then sung with an older melody by Martin Luther, but a melody which was likely&#91;1&#93; created by Johann Sebastian Bach for Schemellis Gesangbuch of 1736 is now part of current Protestant and Catholic hymnals."
10129,"Ihr Gestirn, ihr hohen Lufte, BWV.366",,Vocal,0,0,,,,366,,,"Johann Sebastian Bach's chorale harmonisations, alternatively named four-part chorales, are Lutheran hymn settings that characteristically conform to the following:"
9712,"In allen meinen Taten, BWV.367",,Vocal,0,0,,,,367,,,"Johann Sebastian Bach's chorale harmonisations, alternatively named four-part chorales, are Lutheran hymn settings that characteristically conform to the following:"
9663,"In dich hab ich gehoffet, Herr, BWV.712",,Keyboard,0,0,,,,712,,,"Organ compositions by Johann Sebastian Bach refers to the compositions in the seventh chapter of the Bach-Werke-Verzeichnis (BWV, catalogue of Bach's compositions),&#91;1&#93; or, in the New Bach Edition, the compositions in Series IV.&#91;2&#93;"
9517,"In dir ist Freude, BWV.615",,Keyboard,0,0,,,,615,,,"The Orgelbüchlein (Little Organ Book) BWV 599−644 is a set of 46 chorale preludes for organ – one of them is given in two versions – by Johann Sebastian Bach. All but three were written between 1708 and 1717 when Bach served as organist to the ducal court in Weimar; the remainder and a short two-bar fragment came no earlier than 1726, after the composer’s appointment as cantor at the Thomasschule in Leipzig."
10042,"In dulci jubilo, BWV.368",,Vocal,0,0,,,,368,,,"Johann Sebastian Bach's chorale harmonisations, alternatively named four-part chorales, are Lutheran hymn settings that characteristically conform to the following:"
10070,"In dulci jubilo, BWV.608",,Keyboard,0,0,,,,608,,,"The Orgelbüchlein (Little Organ Book) BWV 599−644 is a set of 46 chorale preludes for organ – one of them is given in two versions – by Johann Sebastian Bach. All but three were written between 1708 and 1717 when Bach served as organist to the ducal court in Weimar; the remainder and a short two-bar fragment came no earlier than 1726, after the composer’s appointment as cantor at the Thomasschule in Leipzig."
10016,"In dulci jubilo, BWV.729",,Keyboard,0,0,,,,729,,,
10023,"In dulci jubilo, BWV.751 ",,Keyboard,0,0,,,,751,,,"The Neumeister Collection is a compilation of 82 chorale preludes found in a manuscript copy produced by Johann Gottfried Neumeister (1757–1840). When the manuscript was rediscovered at Yale University in the 1980s it appeared to contain 31 previously unknown early chorale settings by Johann Sebastian Bach, which were added to the BWV catalogue as Nos.&#160;1090–1120, and published in 1985."
9207,"Jauchzet dem Herrn, alle Welt, motet for double chorus, BWV.Anh.160",,Vocal,0,0,,,,,,,
9140,"Jesu, deine Liebeswunden, BWV.471",,Vocal,0,0,,,,471,,,"Songs and arias by Johann Sebastian Bach are compositions listed in Chapter 6 of the Bach-Werke-Verzeichnis (BWV 439–524), which also includes the Quodlibet.&#91;1&#93; Most of the songs and arias included in this list are set for voice and continuo. Most of them are also spiritual, i.e. hymn settings, although a few have a worldly theme. The best known of these, ""Bist du bei mir"", was however not composed by Bach."
9338,"Jesu, der du meine Seele, BWV.352; Jesu, der du meine Seele, BWV.353",,Vocal,0,0,,,,352,,,"Johann Sebastian Bach's chorale harmonisations, alternatively named four-part chorales, are Lutheran hymn settings that characteristically conform to the following:"
10162,"Jesu, der du meine Seele, BWV.354",,Vocal,0,0,,,,354,,,"Johann Sebastian Bach's chorale harmonisations, alternatively named four-part chorales, are Lutheran hymn settings that characteristically conform to the following:"
9994,"Jesu, der du selbsten wohl, BWV.355",,Vocal,0,0,,,,355,,,"Johann Sebastian Bach's chorale harmonisations, alternatively named four-part chorales, are Lutheran hymn settings that characteristically conform to the following:"
9791,"Jesu, du mein liebstes Leben, BWV.356",,Vocal,0,0,,,,356,,,"Johann Sebastian Bach's chorale harmonisations, alternatively named four-part chorales, are Lutheran hymn settings that characteristically conform to the following:"
9992,"Jesu, Jesu, du bist mein, BWV.357",,Vocal,0,0,,,,357,,,"Johann Sebastian Bach's chorale harmonisations, alternatively named four-part chorales, are Lutheran hymn settings that characteristically conform to the following:"
9294,"Jesu, Jesu, du bist mein, BWV.470",,Vocal,0,0,,,,470,,,"Songs and arias by Johann Sebastian Bach are compositions listed in Chapter 6 of the Bach-Werke-Verzeichnis (BWV 439–524), which also includes the Quodlibet.&#91;1&#93; Most of the songs and arias included in this list are set for voice and continuo. Most of them are also spiritual, i.e. hymn settings, although a few have a worldly theme. The best known of these, ""Bist du bei mir"", was however not composed by Bach."
9659,"Jesu, meine Freude, BWV.227 ",,Vocal,0,0,,,,227,,,"Jesu, meine Freude (Jesus, my joy), BWV&#160;227, is a motet by Johann Sebastian Bach. The longest and most musically complex of Bach's motets, it is set in eleven movements for up to five voices. It is named after the Lutheran hymn ""Jesu, meine Freude"" with words by Johann Franck, first published in 1653. The motet contains the six stanzas of the hymn in its odd-numbered movements. The hymn tune by Johann Crüger appears in all of these movements in different styles of chorale settings. The text of the motet's even-numbered movements is taken from the eighth chapter of the Epistle to the Romans, a passage that influenced key Lutheran teachings. The hymn, written in the first person with a focus on an emotional bond with Jesus, forms a contrasting expansion of the doctrinal biblical text. Bach set both texts alternating with and complementing each other, in a structure of symmetries on different layers."
9143,"Jesu, meine Freude, BWV.358",,Vocal,0,0,,,,358,,,"Johann Sebastian Bach's chorale harmonisations, alternatively named four-part chorales, are Lutheran hymn settings that characteristically conform to the following:"
9063,"Jesu, meine Freude, BWV.610",,Keyboard,0,0,,,,610,,,"The Orgelbüchlein (Little Organ Book) BWV 599−644 is a set of 46 chorale preludes for organ – one of them is given in two versions – by Johann Sebastian Bach. All but three were written between 1708 and 1717 when Bach served as organist to the ducal court in Weimar; the remainder and a short two-bar fragment came no earlier than 1726, after the composer’s appointment as cantor at the Thomasschule in Leipzig."
